date,province,confirmed,released,deceased
"2020-04-10","Incheon",85,34,0
"2020-04-10","Jeju-do",12,4,0
"2020-04-10","Jeollabuk-do",17,8,0
"2020-04-10","Jeollanam-do",15,4,0
"2020-04-10","Sejong",46,20,0
"2020-04-10","Seoul",595,185,2
"2020-04-10","Ulsan",40,28,1
"2020-04-11","Busan",126,100,3
"2020-04-11","Chungcheongbuk-do",45,28,0
"2020-04-11","Chungcheongnam-do",138,106,0
"2020-04-11","Daegu",6814,5271,145
"2020-04-11","Daejeon",39,22,0
"2020-04-11","Gangwon-do",49,26,1
"2020-04-11","Gwangju",27,17,0
"2020-04-11","Gyeonggi-do",624,286,11
"2020-04-11","Gyeongsangbuk-do",1330,1004,48
"2020-04-11","Gyeongsangnam-do",115,83,0
"2020-04-11","Incheon",85,35,0
"2020-04-11","Jeju-do",12,4,0
"2020-04-11","Jeollabuk-do",17,8,0
"2020-04-11","Jeollanam-do",15,5,0
"2020-04-11","Sejong",46,20,0
"2020-04-11","Seoul",599,195,2
"2020-04-11","Ulsan",41,30,1
"2020-04-12","Busan",126,103,3
"2020-04-12","Chungcheongbuk-do",45,29,0
"2020-04-12","Chungcheongnam-do",139,108,0
"2020-04-12","Daegu",6816,5356,146
"2020-04-12","Daejeon",39,23,0
"2020-04-12","Gangwon-do",49,27,1
"2020-04-12","Gwangju",27,19,0
"2020-04-12","Gyeonggi-do",628,292,12
"2020-04-12","Gyeongsangbuk-do",1333,1013,49
"2020-04-12","Gyeongsangnam-do",115,84,0
"2020-04-12","Incheon",86,38,0
"2020-04-12","Jeju-do",12,4,0
"2020-04-12","Jeollabuk-do",17,8,0
"2020-04-12","Jeollanam-do",15,5,0
"2020-04-12","Sejong",46,22,0
"2020-04-12","Seoul",602,202,2
"2020-04-12","Ulsan",41,32,1
"2020-04-13","Busan",126,103,3
"2020-04-13","Chungcheongbuk-do",45,31,0
"2020-04-13","Chungcheongnam-do",139,109,0
"2020-04-13","Daegu",6819,5395,147
"2020-04-13","Daejeon",39,23,0
"2020-04-13","Gangwon-do",49,28,1
"2020-04-13","Gwangju",27,19,0
"2020-04-13","Gyeonggi-do",631,305,13
"2020-04-13","Gyeongsangbuk-do",1337,1020,50
"2020-04-13","Gyeongsangnam-do",115,84,0
"2020-04-13","Incheon",87,39,0
"2020-04-13","Jeju-do",12,5,0
"2020-04-13","Jeollabuk-do",17,8,0
"2020-04-13","Jeollanam-do",15,6,0
"2020-04-13","Sejong",46,22,0
"2020-04-13","Seoul",610,214,2
"2020-04-13","Ulsan",41,33,1
"2020-04-14","Busan",126,103,3
"2020-04-14","Chungcheongbuk-do",45,31,0
"2020-04-14","Chungcheongnam-do",139,113,0
"2020-04-14","Daegu",6822,5440,152
"2020-04-14","Daejeon",39,24,0
"2020-04-14","Gangwon-do",49,29,1
"2020-04-14","Gwangju",27,21,0
"2020-04-14","Gyeonggi-do",639,313,13
"2020-04-14","Gyeongsangbuk-do",1342,1029,50
"2020-04-14","Gyeongsangnam-do",115,84,0
"2020-04-14","Incheon",88,42,0
"2020-04-14","Jeju-do",12,5,0
"2020-04-14","Jeollabuk-do",17,8,0
"2020-04-14","Jeollanam-do",15,6,0
"2020-04-14","Sejong",46,21,0
"2020-04-14","Seoul",612,228,2
"2020-04-14","Ulsan",42,33,1
"2020-04-15","Busan",127,107,3
"2020-04-15","Chungcheongbuk-do",45,31,0
"2020-04-15","Chungcheongnam-do",139,114,0
"2020-04-15","Daegu",6823,5486,155
"2020-04-15","Daejeon",39,24,0
"2020-04-15","Gangwon-do",51,27,1
"2020-04-15","Gwangju",28,21,0
"2020-04-15","Gyeonggi-do",645,322,13
"2020-04-15","Gyeongsangbuk-do",1348,1035,50
"2020-04-15","Gyeongsangnam-do",115,84,0
"2020-04-15","Incheon",88,48,0
"2020-04-15","Jeju-do",13,5,0
"2020-04-15","Jeollabuk-do",17,8,0
"2020-04-15","Jeollanam-do",15,7,0
"2020-04-15","Sejong",46,21,0
"2020-04-15","Seoul",617,239,2
"2020-04-15","Ulsan",42,33,1
"2020-04-16","Busan",130,111,3
"2020-04-16","Chungcheongbuk-do",45,34,0
"2020-04-16","Chungcheongnam-do",139,115,0
"2020-04-16","Daegu",6827,5586,158
"2020-04-16","Daejeon",39,25,0
"2020-04-16","Gangwon-do",52,27,1
"2020-04-16","Gwangju",28,22,0
"2020-04-16","Gyeonggi-do",649,330,14
"2020-04-16","Gyeongsangbuk-do",1352,1044,50
"2020-04-16","Gyeongsangnam-do",115,82,0
"2020-04-16","Incheon",88,51,0
"2020-04-16","Jeju-do",13,5,0
"2020-04-16","Jeollabuk-do",17,9,0
"2020-04-16","Jeollanam-do",15,7,0
"2020-04-16","Sejong",46,21,0
"2020-04-16","Seoul",619,250,2
"2020-04-16","Ulsan",42,34,1
"2020-04-17","Busan",130,112,3
"2020-04-17","Chungcheongbuk-do",45,37,0
"2020-04-17","Chungcheongnam-do",139,115,0
"2020-04-17","Daegu",6827,5626,159
"2020-04-17","Daejeon",40,25,0
"2020-04-17","Gangwon-do",52,28,1
"2020-04-17","Gwangju",30,22,0
"2020-04-17","Gyeonggi-do",650,340,14
"2020-04-17","Gyeongsangbuk-do",1356,1037,50
"2020-04-17","Gyeongsangnam-do",115,84,0
"2020-04-17","Incheon",89,51,0
"2020-04-17","Jeju-do",13,5,0
"2020-04-17","Jeollabuk-do",17,9,0
"2020-04-17","Jeollanam-do",15,7,0
"2020-04-17","Sejong",46,24,0
"2020-04-17","Seoul",621,268,2
"2020-04-17","Ulsan",42,34,1
"2020-04-18","Busan",130,112,3
"2020-04-18","Chungcheongbuk-do",45,38,0
"2020-04-18","Chungcheongnam-do",141,119,0
"2020-04-18","Daegu",6830,5685,160
"2020-04-18","Daejeon",39,25,0
"2020-04-18","Gangwon-do",53,28,1
"2020-04-18","Gwangju",30,22,0
"2020-04-18","Gyeonggi-do",654,361,14
"2020-04-18","Gyeongsangbuk-do",1358,1046,51
"2020-04-18","Gyeongsangnam-do",116,84,0
"2020-04-18","Incheon",90,55,0
"2020-04-18","Jeju-do",13,6,0
"2020-04-18","Jeollabuk-do",17,9,0
"2020-04-18","Jeollanam-do",15,7,0
"2020-04-18","Sejong",46,25,0
"2020-04-18","Seoul",622,274,2
"2020-04-18","Ulsan",42,34,1
"2020-04-19","Busan",130,115,3
"2020-04-19","Chungcheongbuk-do",45,38,0
"2020-04-19","Chungcheongnam-do",141,122,0
"2020-04-19","Daegu",6832,5743,161
"2020-04-19","Daejeon",39,25,0
"2020-04-19","Gangwon-do",53,28,2
"2020-04-19","Gwangju",30,22,0
"2020-04-19","Gyeonggi-do",654,370,14
"2020-04-19","Gyeongsangbuk-do",1359,1057,51
"2020-04-19","Gyeongsangnam-do",116,85,0
"2020-04-19","Incheon",91,55,0
"2020-04-19","Jeju-do",13,6,0
"2020-04-19","Jeollabuk-do",17,9,0
"2020-04-19","Jeollanam-do",15,8,0
"2020-04-19","Sejong",46,29,0
"2020-04-19","Seoul",624,288,2
"2020-04-19","Ulsan",42,34,1
"2020-04-20","Busan",132,115,3
"2020-04-20","Chungcheongbuk-do",45,38,0
"2020-04-20","Chungcheongnam-do",141,122,0
"2020-04-20","Daegu",6833,5769,163
"2020-04-20","Daejeon",39,26,0
"2020-04-20","Gangwon-do",53,28,2
"2020-04-20","Gwangju",30,22,0
"2020-04-20","Gyeonggi-do",656,387,14
"2020-04-20","Gyeongsangbuk-do",1361,1064,51
"2020-04-20","Gyeongsangnam-do",116,87,0
"2020-04-20","Incheon",92,56,0
"2020-04-20","Jeju-do",13,6,0
"2020-04-20","Jeollabuk-do",17,9,0
"2020-04-20","Jeollanam-do",15,8,0
"2020-04-20","Sejong",46,29,0
"2020-04-20","Seoul",624,304,2
"2020-04-20","Ulsan",43,34,1
"2020-04-21","Busan",132,115,3
"2020-04-21","Chungcheongbuk-do",45,39,0
"2020-04-21","Chungcheongnam-do",141,123,0
"2020-04-21","Daegu",6835,5793,164
"2020-04-21","Daejeon",39,26,0
"2020-04-21","Gangwon-do",53,30,2
"2020-04-21","Gwangju",30,22,0
"2020-04-21","Gyeonggi-do",658,398,14
"2020-04-21","Gyeongsangbuk-do",1361,1072,51
"2020-04-21","Gyeongsangnam-do",116,88,0
"2020-04-21","Incheon",92,56,0
"2020-04-21","Jeju-do",13,6,0
"2020-04-21","Jeollabuk-do",17,9,0
"2020-04-21","Jeollanam-do",15,8,0
"2020-04-21","Sejong",46,29,0
"2020-04-21","Seoul",626,315,2
"2020-04-21","Ulsan",43,35,1
"2020-04-22","Busan",134,115,3
"2020-04-22","Chungcheongbuk-do",45,39,0
"2020-04-22","Chungcheongnam-do",141,122,0
"2020-04-22","Daegu",6836,5827,165
"2020-04-22","Daejeon",40,27,0
"2020-04-22","Gangwon-do",53,31,2
"2020-04-22","Gwangju",30,22,0
"2020-04-22","Gyeonggi-do",658,404,14
"2020-04-22","Gyeongsangbuk-do",1363,1079,51
"2020-04-22","Gyeongsangnam-do",117,89,0
"2020-04-22","Incheon",92,57,0
"2020-04-22","Jeju-do",13,8,0
"2020-04-22","Jeollabuk-do",17,9,0
"2020-04-22","Jeollanam-do",15,8,0
"2020-04-22","Sejong",46,33,0
"2020-04-22","Seoul",628,322,2
"2020-04-22","Ulsan",43,35,1
"2020-04-23","Busan",135,116,3
"2020-04-23","Chungcheongbuk-do",45,40,0
"2020-04-23","Chungcheongnam-do",141,123,0
"2020-04-23","Daegu",6840,5890,166
"2020-04-23","Daejeon",40,29,0
"2020-04-23","Gangwon-do",53,31,2
"2020-04-23","Gwangju",30,24,0
"2020-04-23","Gyeonggi-do",659,424,14
"2020-04-23","Gyeongsangbuk-do",1363,1091,52
"2020-04-23","Gyeongsangnam-do",117,89,0
"2020-04-23","Incheon",92,56,0
"2020-04-23","Jeju-do",13,8,0
"2020-04-23","Jeollabuk-do",17,9,0
"2020-04-23","Jeollanam-do",15,8,0
"2020-04-23","Sejong",46,34,0
"2020-04-23","Seoul",628,342,2
"2020-04-23","Ulsan",43,36,1
"2020-04-24","Busan",136,116,3
"2020-04-24","Chungcheongbuk-do",45,40,0
"2020-04-24","Chungcheongnam-do",141,123,0
"2020-04-24","Daegu",6842,5931,166
"2020-04-24","Daejeon",40,30,0
"2020-04-24","Gangwon-do",53,31,2
"2020-04-24","Gwangju",30,24,0
"2020-04-24","Gyeonggi-do",660,441,14
"2020-04-24","Gyeongsangbuk-do",1364,1097,52
"2020-04-24","Gyeongsangnam-do",117,91,0
"2020-04-24","Incheon",92,54,0
"2020-04-24","Jeju-do",13,8,0
"2020-04-24","Jeollabuk-do",17,11,0
"2020-04-24","Jeollanam-do",15,8,0
"2020-04-24","Sejong",46,34,0
"2020-04-24","Seoul",628,362,2
"2020-04-24","Ulsan",43,36,1
"2020-04-25","Busan",136,116,3
"2020-04-25","Chungcheongbuk-do",45,40,0
"2020-04-25","Chungcheongnam-do",141,123,0
"2020-04-25","Daegu",6845,5974,166
"2020-04-25","Daejeon",40,32,0
"2020-04-25","Gangwon-do",53,32,2
"2020-04-25","Gwangju",30,25,0
"2020-04-25","Gyeonggi-do",662,448,14
"2020-04-25","Gyeongsangbuk-do",1364,1104,52
"2020-04-25","Gyeongsangnam-do",117,91,0
"2020-04-25","Incheon",92,55,0
"2020-04-25","Jeju-do",13,8,0
"2020-04-25","Jeollabuk-do",17,10,0
"2020-04-25","Jeollanam-do",15,8,0
"2020-04-25","Sejong",46,35,0
"2020-04-25","Seoul",629,383,2
"2020-04-25","Ulsan",43,36,1
"2020-04-26","Busan",137,116,3
"2020-04-26","Chungcheongbuk-do",45,40,0
"2020-04-26","Chungcheongnam-do",141,123,0
"2020-04-26","Daegu",6846,6018,168
"2020-04-26","Daejeon",40,34,0
"2020-04-26","Gangwon-do",53,34,2
"2020-04-26","Gwangju",30,25,0
"2020-04-26","Gyeonggi-do",668,463,14
"2020-04-26","Gyeongsangbuk-do",1364,1109,52
"2020-04-26","Gyeongsangnam-do",117,93,0
"2020-04-26","Incheon",92,57,0
"2020-04-26","Jeju-do",13,7,0
"2020-04-26","Jeollabuk-do",18,10,0
"2020-04-26","Jeollanam-do",15,9,0
"2020-04-26","Sejong",46,35,0
"2020-04-26","Seoul",629,388,2
"2020-04-26","Ulsan",43,36,1
"2020-04-27","Busan",137,117,3
"2020-04-27","Chungcheongbuk-do",45,40,0
"2020-04-27","Chungcheongnam-do",142,123,0
"2020-04-27","Daegu",6847,6040,169
"2020-04-27","Daejeon",40,34,0
"2020-04-27","Gangwon-do",53,35,2
"2020-04-27","Gwangju",30,25,0
"2020-04-27","Gyeonggi-do",671,470,14
"2020-04-27","Gyeongsangbuk-do",1364,1114,52
"2020-04-27","Gyeongsangnam-do",117,94,0
"2020-04-27","Incheon",92,58,0
"2020-04-27","Jeju-do",13,8,0
"2020-04-27","Jeollabuk-do",18,10,0
"2020-04-27","Jeollanam-do",15,9,0
"2020-04-27","Sejong",46,35,0
"2020-04-27","Seoul",629,393,2
"2020-04-27","Ulsan",43,36,1
"2020-04-28","Busan",137,116,3
"2020-04-28","Chungcheongbuk-do",45,40,0
"2020-04-28","Chungcheongnam-do",142,123,0
"2020-04-28","Daegu",6849,6056,170
"2020-04-28","Daejeon",40,35,0
"2020-04-28","Gangwon-do",53,37,2
"2020-04-28","Gwangju",30,25,0
"2020-04-28","Gyeonggi-do",674,475,14
"2020-04-28","Gyeongsangbuk-do",1365,1119,52
"2020-04-28","Gyeongsangnam-do",117,97,0
"2020-04-28","Incheon",93,63,0
"2020-04-28","Jeju-do",13,7,0
"2020-04-28","Jeollabuk-do",18,10,0
"2020-04-28","Jeollanam-do",15,10,0
"2020-04-28","Sejong",46,35,0
"2020-04-28","Seoul",633,427,2
"2020-04-28","Ulsan",43,36,1
"2020-04-29","Busan",137,116,3
"2020-04-29","Chungcheongbuk-do",45,40,0
"2020-04-29","Chungcheongnam-do",143,123,0
"2020-04-29","Daegu",6852,6075,171
"2020-04-29","Daejeon",40,35,0
"2020-04-29","Gangwon-do",53,37,2
"2020-04-29","Gwangju",30,26,0
"2020-04-29","Gyeonggi-do",676,481,15
"2020-04-29","Gyeongsangbuk-do",1365,1133,52
"2020-04-29","Gyeongsangnam-do",117,97,0
"2020-04-29","Incheon",93,66,0
"2020-04-29","Jeju-do",13,8,0
"2020-04-29","Jeollabuk-do",18,10,0
"2020-04-29","Jeollanam-do",15,10,0
"2020-04-29","Sejong",46,36,0
"2020-04-29","Seoul",633,437,2
"2020-04-29","Ulsan",43,37,1
"2020-04-30","Busan",137,116,3
"2020-04-30","Chungcheongbuk-do",45,41,0
"2020-04-30","Chungcheongnam-do",143,127,0
"2020-04-30","Daegu",6852,6144,172
"2020-04-30","Daejeon",40,35,0
"2020-04-30","Gangwon-do",53,40,2
"2020-04-30","Gwangju",30,27,0
"2020-04-30","Gyeonggi-do",676,486,15
"2020-04-30","Gyeongsangbuk-do",1365,1147,52
"2020-04-30","Gyeongsangnam-do",117,97,0
"2020-04-30","Incheon",93,68,0
"2020-04-30","Jeju-do",13,8,0
"2020-04-30","Jeollabuk-do",18,11,0
"2020-04-30","Jeollanam-do",15,11,0
"2020-04-30","Sejong",46,38,0
"2020-04-30","Seoul",633,453,2
"2020-04-30","Ulsan",43,37,1
"2020-05-01","Busan",137,116,3
"2020-05-01","Chungcheongbuk-do",45,41,0
"2020-05-01","Chungcheongnam-do",143,128,0
"2020-05-01","Daegu",6852,6144,172
"2020-05-01","Daejeon",40,35,0
"2020-05-01","Gangwon-do",53,40,2
"2020-05-01","Gwangju",30,27,0
"2020-05-01","Gyeonggi-do",678,488,16
"2020-05-01","Gyeongsangbuk-do",1366,1149,52
"2020-05-01","Gyeongsangnam-do",117,98,0
"2020-05-01","Incheon",94,69,0
"2020-05-01","Jeju-do",13,8,0
"2020-05-01","Jeollabuk-do",18,12,0
"2020-05-01","Jeollanam-do",15,12,0
"2020-05-01","Sejong",46,39,0
"2020-05-01","Seoul",634,455,2
"2020-05-01","Ulsan",43,37,1
"2020-05-02","Busan",138,117,3
"2020-05-02","Chungcheongbuk-do",45,41,0
"2020-05-02","Chungcheongnam-do",143,128,0
"2020-05-02","Daegu",6852,6155,174
"2020-05-02","Daejeon",40,36,0
"2020-05-02","Gangwon-do",53,42,2
"2020-05-02","Gwangju",30,28,0
"2020-05-02","Gyeonggi-do",678,498,16
"2020-05-02","Gyeongsangbuk-do",1366,1154,52
"2020-05-02","Gyeongsangnam-do",117,99,0
"2020-05-02","Incheon",95,70,0
"2020-05-02","Jeju-do",13,8,0
"2020-05-02","Jeollabuk-do",18,12,0
"2020-05-02","Jeollanam-do",15,12,0
"2020-05-02","Sejong",46,41,0
"2020-05-02","Seoul",635,463,2
"2020-05-02","Ulsan",43,37,1
"2020-05-03","Busan",138,117,3
"2020-05-03","Chungcheongbuk-do",45,42,0
"2020-05-03","Chungcheongnam-do",143,128,0
"2020-05-03","Daegu",6856,6167,174
"2020-05-03","Daejeon",40,36,0
"2020-05-03","Gangwon-do",53,43,2
"2020-05-03","Gwangju",30,28,0
"2020-05-03","Gyeonggi-do",680,510,16
"2020-05-03","Gyeongsangbuk-do",1366,1165,52
"2020-05-03","Gyeongsangnam-do",117,100,0
"2020-05-03","Incheon",95,72,0
"2020-05-03","Jeju-do",13,8,0
"2020-05-03","Jeollabuk-do",18,12,0
"2020-05-03","Jeollanam-do",15,12,0
"2020-05-03","Sejong",46,42,0
"2020-05-03","Seoul",637,473,2
"2020-05-03","Ulsan",43,37,1
"2020-05-04","Busan",138,117,3
"2020-05-04","Chungcheongbuk-do",45,42,0
"2020-05-04","Chungcheongnam-do",143,128,0
"2020-05-04","Daegu",6856,6177,174
"2020-05-04","Daejeon",40,36,1
"2020-05-04","Gangwon-do",53,42,2
"2020-05-04","Gwangju",30,28,0
"2020-05-04","Gyeonggi-do",681,515,16
"2020-05-04","Gyeongsangbuk-do",1366,1173,53
"2020-05-04","Gyeongsangnam-do",117,101,0
"2020-05-04","Incheon",96,72,0
"2020-05-04","Jeju-do",13,8,0
"2020-05-04","Jeollabuk-do",18,12,0
"2020-05-04","Jeollanam-do",16,12,0
"2020-05-04","Sejong",46,44,0
"2020-05-04","Seoul",637,481,2
"2020-05-04","Ulsan",44,37,1
"2020-05-05","Busan",138,117,3
"2020-05-05","Chungcheongbuk-do",45,42,0
"2020-05-05","Chungcheongnam-do",143,128,0
"2020-05-05","Daegu",6856,6199,176
"2020-05-05","Daejeon",40,36,1
"2020-05-05","Gangwon-do",53,42,2
"2020-05-05","Gwangju",30,28,0
"2020-05-05","Gyeonggi-do",681,518,16
"2020-05-05","Gyeongsangbuk-do",1366,1186,53
"2020-05-05","Gyeongsangnam-do",117,102,0
"2020-05-05","Incheon",97,71,0
"2020-05-05","Jeju-do",13,8,0
"2020-05-05","Jeollabuk-do",18,12,0
"2020-05-05","Jeollanam-do",16,12,0
"2020-05-05","Sejong",46,45,0
"2020-05-05","Seoul",637,489,2
"2020-05-05","Ulsan",44,38,1
"2020-05-06","Busan",138,119,3
"2020-05-06","Chungcheongbuk-do",45,42,0
"2020-05-06","Chungcheongnam-do",143,128,0
"2020-05-06","Daegu",6856,6217,177
"2020-05-06","Daejeon",40,38,1
"2020-05-06","Gangwon-do",53,42,2
"2020-05-06","Gwangju",30,28,0
"2020-05-06","Gyeonggi-do",681,525,16
"2020-05-06","Gyeongsangbuk-do",1366,1190,53
"2020-05-06","Gyeongsangnam-do",117,104,0
"2020-05-06","Incheon",97,72,0
"2020-05-06","Jeju-do",13,12,0
"2020-05-06","Jeollabuk-do",18,12,0
"2020-05-06","Jeollanam-do",16,12,0
"2020-05-06","Sejong",46,45,0
"2020-05-06","Seoul",637,494,2
"2020-05-06","Ulsan",44,37,1
"2020-05-07","Busan",138,120,3
"2020-05-07","Chungcheongbuk-do",46,42,0
"2020-05-07","Chungcheongnam-do",143,128,0
"2020-05-07","Daegu",6856,6249,178
"2020-05-07","Daejeon",41,38,1
"2020-05-07","Gangwon-do",53,42,2
"2020-05-07","Gwangju",30,28,0
"2020-05-07","Gyeonggi-do",682,538,16
"2020-05-07","Gyeongsangbuk-do",1366,1198,53
"2020-05-07","Gyeongsangnam-do",117,105,0
"2020-05-07","Incheon",97,72,0
"2020-05-07","Jeju-do",13,12,0
"2020-05-07","Jeollabuk-do",18,14,0
"2020-05-07","Jeollanam-do",16,12,0
"2020-05-07","Sejong",46,45,0
"2020-05-07","Seoul",637,508,2
"2020-05-07","Ulsan",44,37,1
"2020-05-08","Busan",140,123,3
"2020-05-08","Chungcheongbuk-do",47,41,0
"2020-05-08","Chungcheongnam-do",143,130,0
"2020-05-08","Daegu",6859,6277,178
"2020-05-08","Daejeon",41,38,1
"2020-05-08","Gangwon-do",53,41,2
"2020-05-08","Gwangju",30,28,0
"2020-05-08","Gyeonggi-do",684,538,16
"2020-05-08","Gyeongsangbuk-do",1366,1206,53
"2020-05-08","Gyeongsangnam-do",117,105,0
"2020-05-08","Incheon",97,75,0
"2020-05-08","Jeju-do",13,12,0
"2020-05-08","Jeollabuk-do",19,14,0
"2020-05-08","Jeollanam-do",16,12,0
"2020-05-08","Sejong",46,45,0
"2020-05-08","Seoul",637,520,2
"2020-05-08","Ulsan",44,37,1
"2020-05-09","Busan",141,125,3
"2020-05-09","Chungcheongbuk-do",47,41,0
"2020-05-09","Chungcheongnam-do",143,133,0
"2020-05-09","Daegu",6859,6306,178
"2020-05-09","Daejeon",41,38,1
"2020-05-09","Gangwon-do",53,41,2
"2020-05-09","Gwangju",30,29,0
"2020-05-09","Gyeonggi-do",688,548,16
"2020-05-09","Gyeongsangbuk-do",1366,1215,53
"2020-05-09","Gyeongsangnam-do",117,107,0
"2020-05-09","Incheon",98,78,0
"2020-05-09","Jeju-do",13,13,0
"2020-05-09","Jeollabuk-do",19,14,0
"2020-05-09","Jeollanam-do",16,12,0
"2020-05-09","Sejong",46,45,0
"2020-05-09","Seoul",649,536,2
"2020-05-09","Ulsan",44,38,1
"2020-05-10","Busan",141,125,3
"2020-05-10","Chungcheongbuk-do",49,42,0
"2020-05-10","Chungcheongnam-do",143,133,0
"2020-05-10","Daegu",6861,6318,178
"2020-05-10","Daejeon",41,38,1
"2020-05-10","Gangwon-do",53,41,2
"2020-05-10","Gwangju",30,30,0
"2020-05-10","Gyeonggi-do",694,556,16
"2020-05-10","Gyeongsangbuk-do",1366,1220,53
"2020-05-10","Gyeongsangnam-do",117,108,0
"2020-05-10","Incheon",101,80,0
"2020-05-10","Jeju-do",14,13,0
"2020-05-10","Jeollabuk-do",19,14,0
"2020-05-10","Jeollanam-do",16,12,0
"2020-05-10","Sejong",46,45,0
"2020-05-10","Seoul",663,541,2
"2020-05-10","Ulsan",44,38,1
"2020-05-11","Busan",141,125,3
"2020-05-11","Chungcheongbuk-do",52,42,0
"2020-05-11","Chungcheongnam-do",143,134,0
"2020-05-11","Daegu",6861,6318,178
"2020-05-11","Daejeon",41,38,1
"2020-05-11","Gangwon-do",54,41,2
"2020-05-11","Gwangju",30,30,0
"2020-05-11","Gyeonggi-do",698,557,16
"2020-05-11","Gyeongsangbuk-do",1366,1228,53
"2020-05-11","Gyeongsangnam-do",117,110,0
"2020-05-11","Incheon",104,82,0
"2020-05-11","Jeju-do",14,13,0
"2020-05-11","Jeollabuk-do",19,14,0
"2020-05-11","Jeollanam-do",16,12,0
"2020-05-11","Sejong",47,45,0
"2020-05-11","Seoul",683,545,2
"2020-05-11","Ulsan",44,38,1
"2020-05-12","Busan",141,125,3
"2020-05-12","Chungcheongbuk-do",52,42,0
"2020-05-12","Chungcheongnam-do",143,136,0
"2020-05-12","Daegu",6862,6331,179
"2020-05-12","Daejeon",43,38,1
"2020-05-12","Gangwon-do",54,41,2
"2020-05-12","Gwangju",30,30,0
"2020-05-12","Gyeonggi-do",706,559,16
"2020-05-12","Gyeongsangbuk-do",1367,1230,54
"2020-05-12","Gyeongsangnam-do",118,112,0
"2020-05-12","Incheon",105,82,0
"2020-05-12","Jeju-do",14,12,0
"2020-05-12","Jeollabuk-do",19,14,0
"2020-05-12","Jeollanam-do",16,12,0
"2020-05-12","Sejong",47,45,0
"2020-05-12","Seoul",695,554,2
"2020-05-12","Ulsan",44,40,1
"2020-05-13","Busan",144,126,3
"2020-05-13","Chungcheongbuk-do",52,43,0
"2020-05-13","Chungcheongnam-do",143,138,0
"2020-05-13","Daegu",6865,6322,179
"2020-05-13","Daejeon",43,38,1
"2020-05-13","Gangwon-do",54,42,2
"2020-05-13","Gwangju",30,30,0
"2020-05-13","Gyeonggi-do",708,563,16
"2020-05-13","Gyeongsangbuk-do",1367,1231,54
"2020-05-13","Gyeongsangnam-do",119,113,0
"2020-05-13","Incheon",107,86,0
"2020-05-13","Jeju-do",14,12,0
"2020-05-13","Jeollabuk-do",20,14,0
"2020-05-13","Jeollanam-do",16,12,0
"2020-05-13","Sejong",47,46,0
"2020-05-13","Seoul",707,558,3
"2020-05-13","Ulsan",45,41,1
"2020-05-14","Busan",144,127,3
"2020-05-14","Chungcheongbuk-do",55,43,0
"2020-05-14","Chungcheongnam-do",144,138,0
"2020-05-14","Daegu",6865,6349,179
"2020-05-14","Daejeon",43,39,1
"2020-05-14","Gangwon-do",55,43,2
"2020-05-14","Gwangju",30,30,0
"2020-05-14","Gyeonggi-do",714,577,16
"2020-05-14","Gyeongsangbuk-do",1368,1237,54
"2020-05-14","Gyeongsangnam-do",119,114,0
"2020-05-14","Incheon",119,85,0
"2020-05-14","Jeju-do",14,12,0
"2020-05-14","Jeollabuk-do",20,14,0
"2020-05-14","Jeollanam-do",17,13,0
"2020-05-14","Sejong",47,46,0
"2020-05-14","Seoul",711,564,4
"2020-05-14","Ulsan",45,41,1
"2020-05-15","Busan",144,127,3
"2020-05-15","Chungcheongbuk-do",55,43,0
"2020-05-15","Chungcheongnam-do",144,139,0
"2020-05-15","Daegu",6868,6366,179
"2020-05-15","Daejeon",43,39,1
"2020-05-15","Gangwon-do",55,44,2
"2020-05-15","Gwangju",30,30,0
"2020-05-15","Gyeonggi-do",717,583,16
"2020-05-15","Gyeongsangbuk-do",1368,1245,54
"2020-05-15","Gyeongsangnam-do",119,115,0
"2020-05-15","Incheon",124,85,0
"2020-05-15","Jeju-do",14,12,0
"2020-05-15","Jeollabuk-do",20,14,0
"2020-05-15","Jeollanam-do",18,13,0
"2020-05-15","Sejong",47,47,0
"2020-05-15","Seoul",725,569,4
"2020-05-15","Ulsan",45,39,1
"2020-05-16","Busan",144,130,3
"2020-05-16","Chungcheongbuk-do",56,43,0
"2020-05-16","Chungcheongnam-do",144,139,0
"2020-05-16","Daegu",6869,6367,181
"2020-05-16","Daejeon",43,39,1
"2020-05-16","Gangwon-do",55,45,2
"2020-05-16","Gwangju",30,30,0
"2020-05-16","Gyeonggi-do",721,587,16
"2020-05-16","Gyeongsangbuk-do",1368,1253,54
"2020-05-16","Gyeongsangnam-do",119,116,0
"2020-05-16","Incheon",124,85,0
"2020-05-16","Jeju-do",14,11,0
"2020-05-16","Jeollabuk-do",20,16,0
"2020-05-16","Jeollanam-do",18,13,0
"2020-05-16","Sejong",47,47,0
"2020-05-16","Seoul",730,574,4
"2020-05-16","Ulsan",45,40,1
"2020-05-17","Busan",144,130,3
"2020-05-17","Chungcheongbuk-do",56,43,0
"2020-05-17","Chungcheongnam-do",144,140,0
"2020-05-17","Daegu",6870,6376,181
"2020-05-17","Daejeon",44,39,1
"2020-05-17","Gangwon-do",55,45,2
"2020-05-17","Gwangju",30,30,0
"2020-05-17","Gyeonggi-do",721,598,16
"2020-05-17","Gyeongsangbuk-do",1368,1254,54
"2020-05-17","Gyeongsangnam-do",121,116,0
"2020-05-17","Incheon",124,85,0
"2020-05-17","Jeju-do",14,11,0
"2020-05-17","Jeollabuk-do",20,16,0
